Frozen,drama,Danny Denzongpa,Shivajee Chandrabhushan,650000
Dilli Gang,drama,Darshan Jariwala,Ashish Tyagi,900000
Zokkomon,fantasy,Darsheel Safary,Satyajit Bhatkal,11300000
Today Expose,adult,Debashree,Kishan Shah,300000
Diwangi Ne Had Kar Di,thriller,Deep,Jiten Purohit,500000
The Light - Swami Vivekananda,drama,Deep Bhattacharya,Tutu Sinha,3000000
Daayen Ya Baayen,drama,Deepak Dobriyal,Bela Negi,142000
Chor Chor Super Chor,comedy,Deepak Dobriyal,K. Rajesh,1750000
Chal Bhaag,comedy,Deepak Dobriyal,Prakash Saini,750000
Vikalp,drama,Deepal Shaw,Sachin P. Karande,1500000
Finding Fanny,drama,Deepika Padukone,Homi Adajania,512810000
Yeh Dooriyaan,love_story,Deepshika,Deepshika,2100000
Rivaaz,drama,Deepti Naval,Ashok Nanda,2600000
Memories in March,drama,Deepti Naval,Sanjoy Nag,1425000
Bubble Gum,drama,Delzad Hiwale,Sanjivan Lal,1150000
Mr. Prime Minister,drama,Dev Anand,Dev Anand,540000
Chargesheet,suspense,Dev Anand,Dev Anand,575000
Aman Ke Farisshtey,action,Dev Anand,Kadar Kashmiri,750000
Karavaas - The Punishment,love_story,Dev Gill,Ravi Varma,180000
9 Eleven,thriller,Devasish Ray,Manan Singh Katohora,250000
Jalsa Ghar Ki Devi,drama,Devi,R.G. Sagonakha,250000
Ram Balram Aur Ramkali,action,Dhananjay,Dil Kumar,950000
Raanjhanaa,love_story,Dhanush,Anand L. Rai,941342500
Second Hand Husband,comedy,Dharmendra,Smeep Kang,51050000
Humraah - The Traitor,action,Dheren Kushesh Rusto,V.K. Singh,205000
Naam Gum Jaayega,thriller,Dia Mirza,Amol Shetge,350000
B.A. Pass,adult,Dibyendu Bhattacharya,Ajay Bahl,114600000
Pairon Talle,thriller,Dibyendu Bhattacharya,Sidharth Srinivasan,255000
Phillauri,drama,Diljit Dosanjh,Anshai Lal,466075000
Bollywood Villa,suspense,Dilzan Wadia,Chandarsen Singh,825000
Phir Aik Saazish,thriller,Dilzan Wadia,Shyam Shah,2300000
What The Fish,comedy,Dimple Kapadia,Gurmmeet Singh,9800000
Har Raat Naya Saudagar,drama,Dimple Sevak,Irfan,950000
Maya Ya Maut,adult,Dinesh Mehta,K. Bhushan,650000
Anamika,thriller,Dino Morea,Anant Mahadevan,2450000
Tom Dick and Harry,comedy,Dino Morea,Deepak Tijori,135150000
Gumnaam - The Mystery,suspense,Dino Morea,Neeraj Pathak,3150000
Bhram,thriller,Dino Morea,Pawan Kaul,5300000
Holiday,drama,Dino Morea,Pooja Bhatt,11200000
Life Mein Kabhi Kabhiee,drama,Dino Morea,Vikram Bhatt,10500000
Anuradha - Aur Uski Kahaani,drama,Disha Chaudhary,Raju Mavani,675000
Pehli Nazar Ka Pyaar,love_story,Divvj Kak,Arshad Khan,325000
Saathi - The Companion,drama,Divvj Kak,Faiz Anwar,350000
Kahaani Gudiya Ki...,drama,Divya Dutta,Prabhakar Shukla,80000
Monica,thriller,Divya Dutta,Sushen Bhatnagar,2850000
Shobhayatra,comedy,Divya Dutta,Vijay Ghatge,42500
Lucky Kabootar,rom__com,Eijaz Khan,Shammi Chhabra,4200000
Tell Me O Kkhuda,drama,Eisha Deol,Hema Malini,12300000
Aashiq Banaye Aapne,love_story,Emraan Hashmi,Aaditya Datt,93225000
Dil Diya Hai,thriller,Emraan Hashmi,Aaditya Datt,32500000
Aksar,thriller,Emraan Hashmi,Anant Mahadevan,121800000
Azhar,drama,Emraan Hashmi,Anthony D'Souza,499390000
Gangster - A Love Story,love_story,Emraan Hashmi,Anurag Basu,179300000
Good Boy Bad Boy,comedy,Emraan Hashmi,Ashwini Chaudhary,103268750
Shanghai,thriller,Emraan Hashmi,Dibakar Banerjee,349650000
Jannat,drama,Emraan Hashmi,Kunal Deshmukh,415700000
Tum Mile,love_story,Emraan Hashmi,Kunal Deshmukh,134600000
Jannat 2,thriller,Emraan Hashmi,Kunal Deshmukh,630910000
Raja Natwarlal,thriller,Emraan Hashmi,Kunal Deshmukh,390095000
Jawani Diwani - A Youtful Joyride,comedy,Emraan Hashmi,Manish Sharma,67554000
Zeher,thriller,Emraan Hashmi,Mohit Suri,110631250
Awarapan,drama,Emraan Hashmi,Mohit Suri,122575000
Raaz - The Mystery Continues,horror,Emraan Hashmi,Mohit Suri,380900000
Crook,action,Emraan Hashmi,Mohit Suri,150410000
Murder 2,thriller,Emraan Hashmi,Mohit Suri,678450000
Hamari Adhuri Kahani,love_story,Emraan Hashmi,Mohit Suri,518720000
Ghanchakkar,comedy,Emraan Hashmi,Raj Kumar Gupta,449915000
The Killer,thriller,Emraan Hashmi,Raksha Mistry,65379000
The Train,thriller,Emraan Hashmi,Raksha Mistry,71718750
Ungli,drama,Emraan Hashmi,Renzil D'Silva,249657500
Rush,thriller,Emraan Hashmi,Shamin Desai,45400000
Raaz 3,horror,Emraan Hashmi,Vikram Bhatt,952662500
Mr. X,fantasy,Emraan Hashmi,Vikram Bhatt,297362500
Raaz Reboot,horror,Emraan Hashmi,Vikram Bhatt,369650000
Chocolate,thriller,Emraan Hashmi,Vivek Agnihotri,103520000
Siyaah,horror,Faheem Ul Haq,Aziz Naser,1350000
Chand Bujh Gaya,love_story,Faisal Khan,Sharique Minhaz,1552500
Shaadi No. 1,comedy,Fardeen Khan,David Dhawan,204932500
Just Married,rom__com,Fardeen Khan,Meghna Gulzar,62120000
Dulha Mil Gaya,rom__com,Fardeen Khan,Mudassar Aziz,64850000
Jai Veeru,action,Fardeen Khan,Puneet Sira,38000000
Darling,drama,Fardeen Khan,Ram Gopal Verma,47482500
Ek Khiladi Ek Haseena,thriller,Fardeen Khan,Suparn Verma,78866250
Acid Factory,thriller,Fardeen Khan,Suparn Verma,52000000
Rock On!!,drama,Farhan Akhtar,Abhishek Kapoor,360937500
Wazir,thriller,Farhan Akhtar,Bejoy Nambiar,757515000
Bhaag Milkha Bhaag,drama,Farhan Akhtar,Rakesh Omprakash Mehra,1637800000
Lucknow Central,drama,Farhan Akhtar,Ranjit Tiwari,179356250
Shaadi Ke Side Effects,rom__com,Farhan Akhtar,Saket Chaudhary,696300000
Rock On 2,drama,Farhan Akhtar,Shujaat Saudagar,177600000
Karthik Calling Karthik,thriller,Farhan Akhtar,Vijay Lalwani,282200000
Luck By Chance,drama,Farhan Akhtar,Zoya Akhtar,216075000
Children Of War,drama,Farooque Shaikh,Mrityunjay Devvrat,7500000
Lahore,drama,Farooque Shaikh,Sanjay Puran Singh Chauhan,12100000
Barefoot To Goa,drama,Farrukh Jaffar,Praveen Morchhale,420000
Main Hoon Durga,action,Fatima,A. Rajesh,650000
Khoobsurat,rom__com,Fawad Khan,Shashanka Ghosh,506715000
Aaj Ka Fashion Trend,drama,Gagan Nimesh,Jaganath S.R.,140000
Tum Ho Yaara,drama,Ganesh Venkatraman,Natty Kumar,550000
Na Jaane Kabse,rom__com,Garry Gill,Pammi Somal,750000
Muskurake Dekh Zara,rom__com,Gashmeer Mahajani,P. Som Shekar,2900000
Vroom,comedy,Gaurav Bajaj,Savin Tuscano,750000
Hota Hai Dil Pyaar Mein Paagal,love_story,Gaurav Kakkar,Mahesh Kapoor,175000
Bad Luck Govind,comedy,Gaurav Kapur,Varun Khanna,975000
Bhooton Ki Raasleela,adult,Gauri Angel,Shravan Jain,500000
Go,drama,Gautam Gupta,Manish Shrivastava,20600000
Shoot At Sight,thriller,Gautam Jadhav,Harish Bhonsle,87000
Let's Dance,drama,Gayatri Patel,Aarif Sheikh,750000
Will To Live,drama,Geoffrey Broderick,Charles Sleichter,55000
Ramaiya Vastavaiya,love_story,Girish Taurani,Prabhu Deva,383420000
Loveshhuda,rom__com,Girish Taurani,Vaibhav Misra,42912500
Sandwich,comedy,Govinda,Anees Bazmee,6800000
Do Knot Disturb,comedy,Govinda,David Dhawan,278900000
Money Hai Toh Honey Hai,comedy,Govinda,Ganesh Acharya,62625000
Khullam Khulla Pyaar Karen,comedy,Govinda,Harmesh Malhotra,11787500
Naughty @ 40,comedy,Govinda,Jag Mundhra,19400000
Jahan Jaaeyega Humen Paaeyega,drama,Govinda,Janmendra Ahuja,2150000
Deewana Main Deewana,love_story,Govinda,K.C. Bokadia,4400000
Ssukh,drama,Govinda,Kirti Kumar,1250000
Loot,comedy,Govinda,Rajnish Thakur,44100000
Life Partner,comedy,Govinda,Rumi Jaffery,330220000
Chal Chala Chal,comedy,Govinda,T.K. Rajiv Kumar,17800000
Yehi Hai Zindagi,drama,Gracy Singh,Ajay Panesekar,2100000
Mahabharat Aur Barbareek,mythological,Gracy Singh,Dharmesh Tiwari,1750000
Chanchal,drama,Gracy Singh,Indrajit Singh,142500
Dekh Re Dekh,comedy,Gracy Singh,Rahat Kazmi,1425000
Milta Hai Chance By Chance,love_story,Gracy Singh,Ramesh Modi,310000
Aseema,drama,Gracy Singh,Sisir Mishra,70000
Meri Marzi,drama,Guddi Maruti,Kuldeepak Bakshi,35000
Hello Darling,comedy,Gul Panag,Manoj Tiwari,26200000
Red Light,adult,Gulshan Rana,Suresh Jain,1400000
The Real Dream Girl,adult,Gulshan Rana,Suresh Jain,1100000
I Am Singh,drama,Gulzar Inder Chahal,Puneet Issar,4350000
The Dirty MMS,adult,Gunj,Sudhir Pillai,1400000
Meri Shadi Karao,rom__com,Gurdeep Mehndi,Syed Noor,2050000
MSG - The Warrior Lion Heart,drama,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,176667500
Hind Ka Napak Ko Jawab - MSG Lion Heart-2,action,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,143607000
Jattu Engineer,drama,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,99724500
MSG - The Messenger Of God,drama,Gurmeet Ram Rahim Singh,Jeetu Arora,168990000
MSG 2 - The Messenger,drama,Gurmeet Ram Rahim Singh,Jeetu Arora,171772500
Banana Brothers,drama,Gursewak Mann,Girja Shankar,275000
Lateef - The King Of Crime,drama,Hameed Khan,Sharique Minhaj,2200000
Bengaloored,drama,Harish Raj,Swaroop Kanchi,195000
Victory,drama,Harman Baweja,Ajit Pal Mangat,19235000
Love Story 2050,fantasy,Harman Baweja,Harry Baweja,184737500
Dishkiyaoon,thriller,Harman Baweja,Sanamjit Talwar,68872500
My Friend Ganesha 2,drama,Harsh Chhaya,Rajiv S. Ruia,400000
I Am Kalam,drama,Harsh Mayar,Nila Madhab Panda,14200000
Jigariyaa,love_story,Harshvardhan Deo,Raj Purohit,2700000
Mirzya,love_story,Harshvardhan Kapoor,Rakesh Omprakash Mehra,134665000
Sanam Teri Kasam,love_story,Harshvardhan Rane,Lawrence D'Souza,725000
Ek Thi Rani Aisi Bhi,drama,Hema Malini,Gul Bahar Singh,875000
2 Nights In Soul Valley,horror,Hemant Pandey,Harish Sharma,275000
Yaariyan,love_story,Himansh Kohli,Divya Khosla,524050000
Ranchi Diaries,drama,Himansh Kohli,Sattwik Mohanty,11100000
Login,thriller,Himanshu Bhatt,Sanjeev Reddy,275000
Rain,thriller,Himanshu Malik,Amol Shetge,9888000
The Xpose,thriller,Himesh Reshammiya,Anant Mahadevan,129600000
Radio,drama,Himesh Reshammiya,Ishaan Trivedi,9700000
Kajraare,love_story,Himesh Reshammiya,Pooja Bhatt,70000
Karzzzz,drama,Himesh Reshammiya,Satish Kaushik,162800000
Teraa Surroor,thriller,Himesh Reshammiya,Shawn Arranha,85400000
Damadamm!,comedy,Himesh Reshammiya,Swapna Joshi,9100000
Aap Kaa Surroor,drama,Himesh Reshammiya,Vijay Taneja,191600000
Www.Sheetal Bhabhi.com,comedy,Hina Rehman,C.M. Jain,4350000
Shaabash! You Can Do It!,drama,Hitesh Agrawal,Shankar Mondal,72500
5ters: Castle of Dark Master,fantasy,Hithaishaini,G. Venugopal,72500
Jigyaasa,drama,Hrishita Bhatt,Faisal Saif,2700000
Kites,thriller,Hrithik Roshan,Anurag Basu,863320000
Jodhaa Akbar,love_story,Hrithik Roshan,Ashutosh Gowariker,1077817500
Mohenjo Daro,drama,Hrithik Roshan,Ashutosh Gowariker,1040750000
Agneepath,action,Hrithik Roshan,Karan Malhotra,1943275000
Krrish,action,Hrithik Roshan,Rakesh Roshan,1265587500
Krrish 3,action,Hrithik Roshan,Rakesh Roshan,2915240000
Dhoom 2,action,Hrithik Roshan,Sanjay Gadhvi,1513890000
Kaabil,thriller,Hrithik Roshan,Sanjay Gupta,1545140000
Guzaarish,drama,Hrithik Roshan,Sanjay Leela Bhansali,548945000
Bang Bang,action,Hrithik Roshan,Siddharth Anand,2706912500
Zindagi Na Milegi Dobara,drama,Hrithik Roshan,Zoya Akhtar,1531610000
Greater Elephant,drama,Hussain Dalal,Srinivas Sunderrajan,72000
Shree,thriller,Hussain Kuwajerwala,Rajesh Bachchani,1750000
Chaska - An Addiction,adult,Hyder Ali,Hridhay Sharma,1250000
Aishwarya,drama,Ihad Khan,Joy Augustine,3600000
Dil Dosti Etc,drama,Imaad Shah,Manish Tiwary,37400000
404,thriller,Imaad Shah,Prawal Raman,15700000
Bhookh - The Hunger Of Body,adult,Imran,Kishan Shah,2100000
Jaane Tu... Ya Jaane Na,love_story,Imran Khan,Abbas Tyrewala,842022500
Delhi Belly,comedy,Imran Khan,Abhinay Deo,911950000
Mere Brother Ki Dulhan,rom__com,Imran Khan,Ali Abbas Zafar,938420000
Break Ke Baad,rom__com,Imran Khan,Danish Aslam,284100000
Katti Batti,rom__com,Imran Khan,Nikhil Advani,426425000
I Hate Luv Storys,love_story,Imran Khan,Punit Malhotra,739957500
Gori Tere Pyaar Mein,rom__com,Imran Khan,Punit Malhotra,311207500
Kidnap,thriller,Imran Khan,Sanjay Gadhvi,356060000
Matru Ki Bijlee Ka Mandola,drama,Imran Khan,Vishal Bhardwaj,617615000
Ziyarat,drama,Irfan Choudhary,Suresh K. Goswami,35000
Life In A Metro,drama,Irrfan Khan,Anurag Basu,244535000
Rog,suspense,Irrfan Khan,Himanshu Brahmbhatt,32300000
Apna Asmaan,drama,Irrfan Khan,Kaushik Roy,1700000
Talvar,drama,Irrfan Khan,Meghna Gulzar,471780000
Billu,comedy,Irrfan Khan,Priyadarshan,474512500
Hindi Medium,comedy,Irrfan Khan,Saket Chaudhary,918550000
Yeh Saali Zindagi,thriller,Irrfan Khan,Sudhir Mishra,148100000
Qarib Qarib Singlle,rom__com,Irrfan Khan,Tanuja Chandra,210300000
Paan Singh Tomar,drama,Irrfan Khan,Tigmanshu Dhulia,201800000
C U At 9,suspense,Isaiah,Marlon Rodrigues,2700000
Shabri,drama,Isha Koppikar,Lalit Marathe,1650000
Aashiqui.in,love_story,Ishaan Manhaas,Shankhadeep,650000
Ab To Jaago,drama,Ishaan Tandon,Iqbal Ali,35000
Sixteen,drama,Izabelle Leite,Raj Purohit,17600000
Kaand - Black Scandal,drama,J.B. Rana,Santosh Gupta,425000
Bhoot Returns,horror,J.D. Chakravarthi,Ram Gopal Verma,63920000
Daal Mein Kuch Kaala Hai!,comedy,Jackie Shroff,Anand Balraj,5300000
Thodi Life Thoda Magic,drama,Jackie Shroff,Anand L. Rai,550000
Maalik Ek,mythological,Jackie Shroff,Deepak Balraj Vij,875000
Married To America,thriller,Jackie Shroff,Dilip Shankar,2200000
Musaa - The Most Wanted,thriller,Jackie Shroff,Himanshu Brahmbhatt,1400000
We R Friends,drama,Jackie Shroff,Jaidev Chakravorty,950000
Dilliwali Zaalim Girlfriend,rom__com,Jackie Shroff,Japinder Kaur Baweja,30900000
Bhoot And Friends,drama,Jackie Shroff,Kittu Saluja,150000
Kahin Hai Mera Pyar,love_story,Jackie Shroff,Mahesh Vaijnath Doijode,2275000
Hum Do Anjaane,action,Jackie Shroff,Milind Swamy,750000
Bhoot Unkle,drama,Jackie Shroff,Mukesh Saigal,500000
Ek Second... Jo Zindagi Badal De?,thriller,Jackie Shroff,Partho Ghosh,4400000
Vidyaarthi,drama,Jackie Shroff,Rakesh Kakaria,325000
Mera Dil Leke Dekkho,rom__com,Jackie Shroff,Rohit Kaushik,1825000
Kitkit + Cricket = Kirkit,drama,Jackie Shroff,Shashi Pritam,450000
Rangrezz,drama,Jacky Bhagnani,Priyadarshan,97181250
F.A.L.T.U,comedy,Jacky Bhagnani,Remo D'Souza,329200000
Ajab Gazabb Love,comedy,Jacky Bhagnani,Sanjay Gadhvi,102090000
Youngistaan,drama,Jacky Bhagnani,Syed Ahmed Afzal,94500000
Www.Love.com,thriller,Jai Kalra,Vinod Mukhi,2050000
My Bollywood Bride,rom__com,Jason Lewis,Rajeev Virani,72500
Ye Stupid Pyar,love_story,Jatin Khurana,Rakesh Jain,225000
The Forest,thriller,Javed Jaffrey,Ashvin Kumar,390000
Love Songs,drama,Jaya Bachchan,Jayabrato Chatterjee,1125000
Bazaar-E-Husn,drama,Jeet Goswami,Ajay Mehra,100000
Ho Jaata Hai Pyar,love_story,Jeetendra,Basit Khan,650000
Delhii Heights,drama,Jimmy Shergill,Anand Kumar,9900000
Strangers,drama,Jimmy Shergill,Anand L. Rai,6150000
Victoria No. 203,comedy,Jimmy Shergill,Anant Mahadevan,13500000
Four Two Ka One,comedy,Jimmy Shergill,Anwer Khan,2650000
Chhodon Naa Yaar,thriller,Jimmy Shergill,Dilip Sood,2650000
Rehguzar,drama,Jimmy Shergill,Faruq Masudi,270000
A Flat,thriller,Jimmy Shergill,Hemant Madhukar,4200000
Bachelor Party,comedy,Jimmy Shergill,Ishaan Trivedi,1320000
Fugly,drama,Jimmy Shergill,Kabir Sadanand,148278750
Umar,drama,Jimmy Shergill,Karan Razdan,4001000
Silsiilay,drama,Jimmy Shergill,Khalid Mohamed,17835500
Bas Ek Pal,drama,Jimmy Shergill,Onir,8400000
Darr @ The Mall,horror,Jimmy Shergill,Pawan Kirpalani,78400000
Yahaan,drama,Jimmy Shergill,Shoojit Sircar,16700000
Hastey Hastey - Follow Your Heart,comedy,Jimmy Shergill,Tony,13000000
Jhoota Hi Sahi,rom__com,John Abraham,Abbas Tyrewala,155850000
Force 2,action,John Abraham,Abhinay Deo,526062500
Welcome Back,comedy,John Abraham,Anees Bazmee,1687670000
No Smoking,drama,John Abraham,Anurag Kashyap,34930000
Water,drama,John Abraham,Deepa Mehta,23600000
Kabul Express,drama,John Abraham,Kabir Khan,214025000
New York,thriller,John Abraham,Kabir Khan,783367500
Taxi Number 9 2 11,drama,John Abraham,Milan Luthria,321700000
Aashayein,drama,John Abraham,Nagesh Kukunoor,34675000
Force,action,John Abraham,Nishikant Kamat,390320000
Rocky Handsome,thriller,John Abraham,Nishikant Kamat,355818750
Dishoom,action,John Abraham,Rohit Dhawan,1187630000
Karam,thriller,John Abraham,Sanjay F. Gupta,77625000
Shootout At Wadala,action,John Abraham,Sanjay Gupta,825542500
Madras Cafe,thriller,John Abraham,Shoojit Sircar,675640000
Dhan Dhana Dhan Goal,drama,John Abraham,Vivek Agnihotri,217243750
Mein Bikaaoo On Sale,drama,Joysen Gupta,B.R. Ishara,575000
7 1/2 Phere,comedy,Juhi Chawla,Ishaan Trivedi,15200000
I Am,drama,Juhi Chawla,Onir,6700000
Main Hoon Krishna,animation,Juhi Chawla,Rajiv S. Ruia,2900000
Sardi Mein Garmi,adult,Jyoti Dev,Tilak Chutani,500000
Topless,adult,K.Gauri,Nabh Kumar Raju,4900000
26th July At Barista,drama,Kabir Sawhney,Mohan Sharma,1325000
Main Tere Ishq Mein,love_story,Kaif Khan,Manish,950000
Mudrank - The Stamp,drama,Kailash Manav,Shakir Shaikh,650000
We Are Family,drama,Kajol,Siddharth Malhotra,420490000
Dhund Lenge Manzil Hum,drama,Kalaynji Jana,R. Gautam,275000
That Girl in Yellow Boots,drama,Kalki Koechlin,Anurag Kashyap,27100000
Margarita With A Straw,drama,Kalki Koechlin,Shonali Bose,74300000
Janleva 555,thriller,Kalpana Pandit,Sandeep Malani,2550000
Deshdrohi,action,Kamaal R. Khan,Jagdish Sharma,8900000
Mumbai Xpress,comedy,Kamal Hassan,Singeetam Srinivasa Rao,51750000
Phaans - Ek Jasoos Ki Kahani,thriller,Kanan Malhotra,A. Chitransh,175000
Simran,drama,Kangana Ranaut,Hansal Mehta,263025000
Revolver Rani,drama,Kangana Ranaut,Sai Kabir,118700000
Queen,drama,Kangana Ranaut,Vikas Bahl,974180000
Rajjo,drama,Kangana Ranaut,Vishwas Patil,11900000
Myoho,drama,Kanwaljeet,Ranjan Shandilya,315000
Aatma,horror,Bipasha Basu,Deepak Ramsay,9400000
Nishaan - The Mark,suspense,Kapil Jhaveri,Sharad Chaudhary,2600000
Kis Kisko Pyaar Karoon,comedy,Kapil Sharma,Abbas - Mustan,716000000
Firangi,drama,Kapil Sharma,Rajeev Dhingra,166040000
Alone,horror,Karan Grover,Bhushan Patel,258450000
Aakhri Deal,action,Karan Hakku,Paul - Venu,425000
Love Possible,love_story,Karan Mehra,J.H. Nakra,875000
Rajula - A Tale From The Himalayas,drama,Karan Sharma,Nitin Tiwari,575000
Sadda Adda,drama,Karanvir Sharma,Muazzam Beg,4700000
Zid,thriller,Karanvir Sharma,Vivek Agnihotri,81500000
Heroine,drama,Kareena Kapoor,Madhur Bhandarkar,571175000
Ki & Ka,rom__com,Kareena Kapoor,R. Balki,993000000
Ek Main Aur Ekk Tu,love_story,Kareena Kapoor,Shakun Batra,721100000
Dangerous Ishhq,thriller,Karisma Kapoor,Vikram Bhatt,86880000
Bachao Inside Bhoot Hai,horror,Karron Mallik,Shyam Ramsay,550000
Guest In London,comedy,Kartik Aryan,Ashwini Dhir,111125000
Pyaar Ka Punchnama,rom__com,Kartik Aryan,Luv Ranjan,170300000
Akaash Vani,rom__com,Kartik Aryan,Luv Ranjan,30600000
Pyaar Ka Punchnama 2,comedy,Kartik Tiwari,Luv Ranjan,881767500
Jhansi Ki Rani Laxmibai,action,Kashish,Rajesh Mittal,850000
Revati,drama,Kashmira Shah,Faroogh Siddiqui,1500000
Bumboo,comedy,Kavin Dave,Jagdish Rajpurohit,3775000
Bhindi Bazaar Inc,thriller,Kay Kay Menon,Ankush Bhatt,16100000
Black Friday,drama,Kay Kay Menon,Anurag Kashyap,67840000
Gulaal,thriller,Kay Kay Menon,Anurag Kashyap,58900000
Dansh,drama,Kay Kay Menon,Kanika Verma,1000000
The Stoneman Murders,suspense,Kay Kay Menon,Manish Gupta,8300000
Rahasya,suspense,Kay Kay Menon,Manish Gupta,15200000
Mumbai Meri Jaan,drama,Kay Kay Menon,Nishikant Kamat,50220000
Sankat City,comedy,Kay Kay Menon,Pankaj Advani,11400000
Life Ki Toh Lag Gayi,comedy,Kay Kay Menon,Rakesh Mehta,1950000
Ankur Arora Murder Case,thriller,Kay Kay Menon,Suhail Tatari,8200000
Benny And Babloo,comedy,Kay Kay Menon,Yunus Sajawal,1000000
Main Hoon Basanti Tangewali,adult,Kaya Bunti,Suresh Jain,675000
Ladies First,drama,Khushboo Khan,Ashok Mehta,140000
It Can Be Dangerous - City Of Dreams,drama,Kiran Janjani,Mahesh D. Singh,450000
Sitam,drama,Kiran Janjani,Partho Ghosh,1800000
Jalwa - Fun In Love,drama,Kiran Janjani,Rajiv S. Ruia,1765625
Just 47 - Hum Bhi Insaan Hai,drama,Kiran Karmarkar,Gajendra Ahire,140000
Shudra - The Rising,drama,Kirran Sharad,Sanjiv Jaiswal,11500000
Mummy Punjabi,drama,Kirron Kher,Pammi Somal,750000
Saas Bahu Aur Sensex,drama,Kirron Kher,Shona Urvashi,16600000
Indu Sarkar,drama,Kirti Kulhari,Madhur Bhandarkar,60700000
It's Breaking News,drama,Koel Puri,Vishal Inamdar,1250000
Mumbai 118,drama,Kohinoor Khan,Umesh Gandhi,500000
Lipstick Under My Burkha,drama,Konkona Sen Sharma,Alankrita Shrivastava,215600000
Page 3,drama,Konkona Sen Sharma,Madhur Bhandarkar,128393750
Chai Pani Etc...,comedy,Konkona Sen Sharma,Manu Rewal,1100000
Amu,drama,Konkona Sen Sharma,Shonali Bose,362500
U Bomsi N Me,drama,Kranti Redkar,Jairaj Padmanabhan,180000
Love King Murder,adult,Krishna,Manoj,900000
Aur Pappu Pass Ho Gaya,comedy,Krishna Abhishek,S. Soni,525000
Shringaar,adult,Kumaar Aadarsh,Kumaar Aadarsh,1525000
Rooh,horror,Kumaar Aadarsh,Sanjay Khandelwal,825000
Gailya - The Ghost Of Night,comedy,Kumar Jai Baliyaan,Prabhu Dayal Meena,187500
Hattrick,comedy,Kunal Kapoor,Milan Luthria,72580000
Luv Shuv Tey Chicken Khurana,comedy,Kunal Kapoor,Sameer Sharma,109780000
Raag Desh,drama,Kunal Kapoor,Tigmanshu Dhulia,11800000
99,drama,Kunal Khemu,Krishna D.K,147600000
Traffic Signal,drama,Kunal Khemu,Madhur Bhandarkar,121120000
Kalyug,drama,Kunal Khemu,Mohit Suri,102622000
Superstar,drama,Kunal Khemu,Rohit Jugraj,31900000
Dhoondte Reh Jaoge,comedy,Kunal Khemu,Umesh Shukla,90350000
Blood Money,thriller,Kunal Khemu,Vishal Mahadkar,116800000
Mumbai Shooters,action,Kush Khurana,Babu Bhatt,1525000
Titar Fanda - A Death Trap,drama,Laala Khan,Kailash Dangi,300000
Rajdhani Express,thriller,Leander Paes,Ashok Kohli,4000000
Delhi In A Day,drama,Lee Williiams,Prashant Nair,800000
W,thriller,Leeza Mangaldas,Tarun Madan Chopra,2000000
Before The Rains,drama,Linus Roach,Santosh Sivan,700000
Kasak,drama,Lucky Ali,Rajiv Babbar,5100000
Rise Of The Zombie,horror,Luke Kenny,Luke Kenny,3900000
Sadiyaan,drama,Luv Sinha,Raj Kanwar,18125000
Rakhtbeej,drama,Maanas Srivastava,Anil Balani,6500000
Kabhi Socha Bhi Na Tha,drama,Madhoo,Kallol Sen,525000
Aaja Nachle,drama,Madhuri Dixit,Anil Mehta,284400000
Gulaab Gang,drama,Madhuri Dixit,Soumik Sen,165890000
Jimmy,suspense,Mahakshay Chakraborty,Raj N. Sippy,18600000
The Murderer,thriller,Mahakshay Chakraborty,Raj N. Sippy,6000000
Haunted 3D,horror,Mahakshay Chakraborty,Vikram Bhatt,360300000
Be Parda,adult,Mahesh,Simran,2200000
Saheb Biwi Aur Gangster,thriller,Mahie Gill,Tigmanshu Dhulia,107550000
Saheb Biwi Aur Gangster Returns,thriller,Mahie Gill,Tigmanshu Dhulia,288013750
Kudiyon Ka Hai Zamana,comedy,Mahima Chaudhary,Amar Butala,3425000
The Film,drama,Mahima Chaudhary,Junaid Memon,850000
Souten - The Other Woman,thriller,Mahima Chaudhary,Karan Razdan,15400000
Bachke Rehna Re Baba,comedy,Mallika Sherawat,Govind Menon,55192500
Hisss,thriller,Mallika Sherawat,Jennifer Chambers Lynch,75582500
Dirty Politics,drama,Mallika Sherawat,K.C. Bokadia,84800000
Ugly Aur Pagli,rom__com,Mallika Sherawat,Sachin Kamlakar Khot,107516250
Maan Gaye Mughall-E-Azam,comedy,Mallika Sherawat,Sanjay Chhel,25872000
Sau Jhooth Ek Sach,drama,Mammootty,Bappaditya Roy,180000
Ek Pyaar Aisa Bhi,drama,Manav Sohal,Pradeep Pandit,500000
Vishwas - The Power Of Faith,drama,Manav Vij,Kukku Batra,290000
Meerabai Not Out,comedy,Mandira Bedi,Chandrakant Kulkarni,1050000
Trip To Bhangarh,horror,Manish Chaudhary,Jitender Pawar,3100000
Tere Bin Laden - Dead Or Alive,comedy,Manish Paul,Abhishek Sharma,58070000
Mickey Virus,comedy,Manish Paul,Saurabh Varma,106000000
Anjaane - The Unknown,suspense,Manisha Koirala,Harryy W. Fernaandes,1350000
Chaahat Ek Nasha...,love_story,Manisha Koirala,Jay Prakash,15300000
Tulsi,drama,Manisha Koirala,K. Ajay Kumar,120000
